youtuber_name,video_title,video_address,video_thumbnail
씬님,블랙핑크 지수 메이크업  Blackpink JISOO Makeup | SSIN,https://www.youtube.com/watch?v=zV6I5Fbl0UQ,https://i.ytimg.com/vi/zV6I5Fbl0UQ/maxresdefault.jpg
씬님,홀로그램 메이크업 챌린지!! with 곽토리 // 외국에서 사온 홀로그램 아이템 리뷰 | SSIN,https://www.youtube.com/watch?v=5Ll7JJmqdsg,https://i.ytimg.com/vi/5Ll7JJmqdsg/maxresdefault.jpg
씬님,블랙핑크 제니 메이크업 Blackpink Jennie makeup tutorial | SSIN,https://www.youtube.com/watch?v=pnH1Oqxiing,https://i.ytimg.com/vi/pnH1Oqxiing/maxresdefault.jpg
씬님,똥색틴트득템❤️ 어퓨x라뮤끄에디션으로 화장해보았다! | SSIN,https://www.youtube.com/watch?v=dG6G8Qkvblc,https://i.ytimg.com/vi/dG6G8Qkvblc/maxresdefault.jpg
씬님,완전! 그~~냥!! 연예인되는 메이크업 Celeb makeup look | SSIN,https://www.youtube.com/watch?v=8efUmE28ABg,https://i.ytimg.com/vi/8efUmE28ABg/maxresdefault.jpg
씬님,"미국에서 산 부라자 보여준다고 약속했으니까. (쇼핑 과소비하울) Huge shopping haul in the US (shoes, pants, clothes) | SSIN",https://www.youtube.com/watch?v=qI0t0h2Ksew,https://i.ytimg.com/vi/qI0t0h2Ksew/maxresdefault.jpg
씬님,GD콘서트 갔다옴! 같이 화장해요//급 엄마 등장?? | SSIN,https://www.youtube.com/watch?v=LxldV8bP6HY,https://i.ytimg.com/vi/LxldV8bP6HY/maxresdefault.jpg
씬님,미국에서 사온 화장품! 미쿡스톼일 화장하기! America Haul Video | SSIN,https://www.youtube.com/watch?v=YeBepuBYziY,https://i.ytimg.com/vi/YeBepuBYziY/maxresdefault.jpg
씬님,럭셔리 원브랜드 메이크업 : 샤넬 CHANEL one brand makeup | SSIN,https://www.youtube.com/watch?v=nU4KgjE02Rw,https://i.ytimg.com/vi/nU4KgjE02Rw/maxresdefault.jpg
씬님,드디어! 김기수님과 만난 씬님! 쎈케 메이크업 대결?! // 서로의 존좋템 소개하기 | SSIN,https://www.youtube.com/watch?v=Wkdj2xtfpT0,https://i.ytimg.com/vi/Wkdj2xtfpT0/maxresdefault.jpg
씬님,왼손으로 화장해보기?! // 꽁지님과 존좋템 교환! | SSIN,https://www.youtube.com/watch?v=UTXuSv8e18E,https://i.ytimg.com/vi/UTXuSv8e18E/maxresdefault.jpg
